ID,Recept_ID,Élelmiszerek,Élelmiszer ID,Mennyiség,Mértékegység,Tipus,Kötés
2418,370,Passzírozott paradicsom,140,150,g,KIEGÉSZÍTŐ,NULL
2419,370,Vöröshagyma,199,30,g,KIEGÉSZÍTŐ,NULL
2420,370,Fokhagyma,67,5,g,KIEGÉSZÍTŐ,NULL
2421,370,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2422,370,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2423,371,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2424,371,Virsli,264,60,g,FŐ_MAKRO,NULL
2425,371,Bébispenót,20,25,g,KIEGÉSZÍTŐ,NULL
2426,371,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2427,372,Virsli,264,60,g,FŐ_MAKRO,NULL
2428,372,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2429,372,Kígyóuborka,98,100,g,KIEGÉSZÍTŐ,NULL
2430,372,Kókuszolaj,103,2.5,g,FŐ_MAKRO,NULL
2431,373,Tojás,183,2,db,FŐ_MAKRO,R373-A
2432,373,Virsli,264,60,g,FŐ_MAKRO,R373-A
2433,373,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2434,374,Tojás,183,2,db,FŐ_MAKRO,R374-A
2435,374,Virsli,264,60,g,FŐ_MAKRO,R374-A
2436,374,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2437,375,Tojás,183,2,db,FŐ_MAKRO,NULL
2438,375,Virsli,264,60,g,FŐ_MAKRO,NULL
2439,375,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2440,376,Virsli,264,60,g,FŐ_MAKRO,NULL
2441,376,Paprika,137,150,g,KIEGÉSZÍTŐ,NULL
2442,376,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2443,377,Virsli,264,60,g,FŐ_MAKRO,NULL
2444,377,Cukkini,44,50,g,KIEGÉSZÍTŐ,NULL
2445,377,Paprika,137,50,g,KIEGÉSZÍTŐ,NULL
2446,377,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2447,377,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
2448,378,Vörösbab (főtt),198,30,g,FŐ_MAKRO,R378-A
2449,378,Tojás,183,1,db,FŐ_MAKRO,R378-A
2450,378,Kakaópor,229,5,g,ÍZESÍTŐ,NULL
2451,378,Csokoládés növényi fehérjepor,43,20,g,FŐ_MAKRO,R378-A
2452,378,Kókuszzsír,103,13,g,FŐ_MAKRO,R378-A
2453,378,Sütőpor,170,0.5,csomag,KÖTÖTT,R378-A
2454,378,Cukormentes étcsokoládé,34,10,g,KIEGÉSZÍTŐ,NULL
2455,379,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2456,379,Sárgarépa,160,50,g,KIEGÉSZÍTŐ,NULL
2457,379,Szárzeller,172,50,g,KIEGÉSZÍTŐ,NULL
2458,379,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2459,379,Paradicsompüré,140,100,g,KÖTÖTT,R379-A
2460,379,Vöröslencse konzerv,114,200,g,FŐ_MAKRO,R379-A
2461,379,Víz,197,50,ml,KÖTÖTT,R379-A
2462,380,Vöröshagyma,199,50,g,ÍZESÍTŐ,NULL
2463,380,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2464,380,Kókuszzsír,103,5,g,FŐ_MAKRO,NULL
2465,380,Curry por,38,0.5,teáskanál,ÍZESÍTŐ,NULL
2466,380,Vöröslencse,200,50,g,FŐ_MAKRO,R380-A
2467,380,Paradicsompüré,140,100,g,KÖTÖTT,R380-A
2468,380,Zöldségalaplé,5,200,ml,KÖTÖTT,R380-A
2469,380,Light kókusztej,102,50,ml,KÖTÖTT,R380-A
2470,380,Tojás,183,2,db,FŐ_MAKRO,NULL
2471,381,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2472,381,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2473,381,Kókuszzsír,103,1,tk,FŐ_MAKRO,R381-A
2474,381,Curry por,38,1,ek,ÍZESÍTŐ,NULL
2475,381,Vöröslencse,200,40,g,FŐ_MAKRO,R381-A
2476,381,Brokkoli,21,125,g,KIEGÉSZÍTŐ,NULL
2477,381,Víz / Zöldség alaplé,197 / 5,450,ml,KÖTÖTT,R381-A
2478,382,Alma,7,75,g,FŐ_MAKRO,NULL
2479,382,Szárzeller,172,50,g,KIEGÉSZÍTŐ,NULL
2480,382,Szőlő,249,50,g,FŐ_MAKRO,NULL
2481,382,Dió,45,25,g,FŐ_MAKRO,NULL
2482,382,Jégsaláta,86,40,g,KIEGÉSZÍTŐ,NULL
2483,382,Citromlé,31,15,ml,ÍZESÍTŐ,NULL
2484,382,Cukormentes majonéz,36,25,g,FŐ_MAKRO,NULL
2485,382,Kókuszjoghurt,100,25,g,KIEGÉSZÍTŐ,NULL
2486,382,Balzsamecet,16,1,tk,ÍZESÍTŐ,NULL
2487,383,Darált marhahús (90/10),46,100,g,FŐ_MAKRO,R383-A
2488,383,Zabpehely,204,20,g,FŐ_MAKRO,R383-A
2489,383,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2490,383,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2491,383,Tojás,183,1,db,KÖTÖTT,R383-A
2492,384,Zeller (szár),172,120,g,FŐ_MAKRO,R384-A
2493,384,Burgonya,216,60,g,FŐ_MAKRO,R384-A
2494,384,Fokhagyma,67,0.5,gerezd,ÍZESÍTŐ,NULL
2495,384,Light kókusztej,102,50,ml,FŐ_MAKRO,R384-A
2496,384,Víz,197,300,ml,KÖTÖTT,R384-A
2497,385,Zöldbab,62,250,g,KIEGÉSZÍTŐ,NULL
2498,385,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2499,385,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
2500,385,Kókuszzsír,103,2,ek,FŐ_MAKRO,NULL
2501,385,Zabliszt,203,2,ek,FŐ_MAKRO,R385-A
2502,385,Víz / Zöldség alaplé,197 / 5,500,ml,KÖTÖTT,R385-A
2503,385,Vegán tejföl,180,1,ek,KIEGÉSZÍTŐ,NULL
2504,386,Kókuszolaj,103,0.5,ek,FŐ_MAKRO,NULL
2505,386,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2506,386,Zöldborsó,208,50,g,FŐ_MAKRO,R386-A
2507,386,Sárgarépa,160,25,g,KIEGÉSZÍTŐ,NULL
2508,386,Petrezselyemgyökér,242,20,g,KIEGÉSZÍTŐ,NULL
2509,386,Zöldségalaplé,5,250,ml,KÖTÖTT,R386-A
2510,387,Pulykamellfilé,147,150,g,FŐ_MAKRO,NULL
2511,387,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2512,387,Zöldborsó,208,70,g,FŐ_MAKRO,NULL
2513,387,Kókusztejszín,270,60,ml,FŐ_MAKRO,R387-A
2514,387,Zabliszt,203,10,g,KÖTÖTT,R387-A
2515,387,Olaj,132,1,tk,FŐ_MAKRO,NULL
2516,387,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
2517,388,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2518,388,Tofu (kemény),255,100,g,FŐ_MAKRO,NULL
2519,388,Paprika,137,50,g,KIEGÉSZÍTŐ,NULL
2520,388,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2521,389,Tojás,183,2,db,FŐ_MAKRO,NULL
2522,389,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2523,389,Paradicsom,139,50,g,KIEGÉSZÍTŐ,NULL
2524,389,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2525,390,Tojás,183,2,db,FŐ_MAKRO,NULL
2526,390,Zöldhagyma,269,30,g,ÍZESÍTŐ,NULL
2527,390,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2528,390,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2529,391,Vegyes zöldség,210,125,g,FŐ_MAKRO,R391-A
2530,391,Tojásfehérje,275,1,db,KÖTÖTT,R391-A
2531,391,Zabpehely,204,25,g,FŐ_MAKRO,R391-A
2532,391,Mandulatej,274,15,ml,KÖTÖTT,R391-A
2533,391,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2534,391,Fokhagyma,67,0.5,gerezd,ÍZESÍTŐ,NULL
2535,392,Brokkoli,21,100,g,FŐ_MAKRO,R392-A
2536,392,Tojás,183,1,db,KÖTÖTT,R392-A
2537,392,Kókuszjoghurt,100,35,g,FŐ_MAKRO,R392-A
2538,392,Vegán vaj,192,10,g,FŐ_MAKRO,R392-A
2 539,393,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2 540,393,Csiperkegomba,77,60,g,KIEGÉSZÍTŐ,NULL
2 541,393,Cukkini,44,60,g,KIEGÉSZÍTŐ,NULL
2 542,393,Sárgarépa,160,40,g,KIEGÉSZÍTŐ,NULL
2 543,393,Kaliforniai paprika,89,65,g,KIEGÉSZÍTŐ,NULL
2 544,393,Kókuszzsír,103,7,g,FŐ_MAKRO,NULL
2 545,393,Light kókusztej,102,100,ml,FŐ_MAKRO,NULL
2546,394,Kókuszzsír,103,1,ek,FŐ_MAKRO,NULL
2547,394,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2548,394,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2549,394,Gyömbér (friss),79,0.5,tk,ÍZESÍTŐ,NULL
2550,394,Light kókusztej,102,100,ml,FŐ_MAKRO,NULL
2551,394,Vegyes zöldség,210,150,g,FŐ_MAKRO,NULL
2552,395,Csirkemellfilé,42,150,g,FŐ_MAKRO,R395-A
2553,395,Sárgarépa,160,30,g,KÖTÖTT,R395-A
2554,395,Burgonya,216,30,g,KÖTÖTT,R395-A
2555,395,Zöldborsó,208,20,g,KÖTÖTT,R395-A
2556,395,Köles,107,40,g,FŐ_MAKRO,NULL
2557,396,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2558,396,Tofu (kemény),255,80,g,FŐ_MAKRO,NULL
2559,396,Sárgarépa,160,20,g,KIEGÉSZÍTŐ,NULL
2560,396,Zellerszár,172,20,g,KIEGÉSZÍTŐ,NULL
2561,396,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2562,397,Tojás,183,3,db,KÖTÖTT,R397-A
2563,397,Zöldség (muffinba),210,100,g,FŐ_MAKRO,R397-A
2564,397,Zabliszt,203,15,g,FŐ_MAKRO,R397-A
2565,397,Kókuszzsír,103,0.5,teáskanál,KÖTÖTT,R397-A
2566,397,Zöldség (salátának),210,100,g,KIEGÉSZÍTŐ,NULL
2567,398,Tojás,183,2,db,FŐ_MAKRO,NULL
2568,398,Spenót (friss),169,35,g,KIEGÉSZÍTŐ,NULL
2569,398,Paprika,137,100,g,KIEGÉSZÍTŐ,NULL
2570,398,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2571,398,Kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2572,399,Cukkini,44,100,g,KÖTÖTT,R399-A
2573,399,Sárgarépa,160,100,g,KÖTÖTT,R399-A
2574,399,Zellergumó,171,30,g,KÖTÖTT,R399-A
2575,399,Tojás,183,1,db,KÖTÖTT,R399-A
2576,399,Zabliszt,203,40,g,KÖTÖTT,R399-A
2577,399,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
2578,399,Kókuszjoghurt,100,70,g,KIEGÉSZÍTŐ,NULL
2579,399,Cukormentes mustár,37,1,tk,ÍZESÍTŐ,NULL
